Simbolo,Codice Alimento,Nome Alimento ITA,Nome Alimento ENG,Nome Scientifico,Categoria Merceologica,parte edibile,"Energia, Ric con fibra (kcal)","Energia, Ric con fibra (kJ)",Proteine totali,Proteine animali,Proteine vegetali,Lipidi totali,Lipidi animali,Lipidi vegetali,Colesterolo,Carboidrati disponibili (MSE),Amido (MSE),Carboidrati solubili (MSE),Fibra alimentare totale,Alcol,Acqua,Ferro,Calcio,Sodio,Potassio,Fosforo,Zinco,Magnesio,Rame,Selenio,Cloro,Iodio,Manganese,Zolfo,"Vitamina B1, Tiamina","Vitamina B2, Riboflavina",Vitamina C,Niacina,Vitamina B6,Folati totali,Acido pantotenico,Biotina,Vitamina B12,Retinolo equivalenti (RE),Retinolo,ß-carotene equivalenti,Vitamina E (ATE),Vitamina D,Vitamina K,Acidi grassi saturi totali,"Somma degli acidi butirrico (C4:0), caproico (C6:0), caprilico (C8:0) e caprico (C10:0)",Acido laurico (C12:0),Acido miristico (C14:0),Acido palmitico (C16:0),Acido stearico (C18:0),Acido arachidico (C20:0),Acido beenico (C22:0),Acidi grassi monoinsaturi totali,Acido miristoleico (C14:1),Acido palmitoleico (C16:1ω-7),Acido oleico (C18:1ω-9cis),Acidi eicosenoico (C20:1ω-9),Acido erucico (C22:1ω-9),Acidi grassi polinsaturi totali,Acido linoleico (C18:2ω-6),Acido linolenico (C18:3ω-3),Acido arachidonico (C20:4ω-6),Acido eicosapentaenoico (EPA) (C20:5ω-3),Acido docosaesaenoico (DHA) (C22:6ω-3),Altri acidi grassi polinsaturi,Triptofano,Treonina,Isoleucina,Leucina,Lisina,Metionina,Cistina,Fenilalanina,Tirosina,Valina,Arginina,Istidina,Alanina,Acido aspartico,Acido glutammico,Glicina,Prolina,Serina,Glucosio,Fruttosio,Galattosio,Saccarosio (MSE),Maltosio (MSE),Lattosio (MSE)
2,100074_2,SALAME DI SUINO E BOVINO,"SALAMI, pork and beef meat",,10003,97,454,1883,"27,4","27,4",0,"38,3","38,3",0,90,0,0,0,0,0,27,"2,4",21,1497,452,246,"3,5",25,"0,13",3,3270,15,"0,04",193,"0,32","0,2",0,"2,6","0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"14,487","0,019","0,02","0,503","9,323","4,617",-3,-3,"16,395",-3,"0,931","15,127","0,29","0,048","1,744","1,581","0,086","0,078",0,0,0,283,1233,1303,1240,2292,677,326,1143,957,1467,1681,940,1604,2635,4122,1510,1306,1133,0,0,0,0,0,0
2,100075_2,SALAME DI SUINO,"SALAMI, only pork meat",,10003,97,475,1966,"22,5","22,5",0,"42,8","42,8",0,88,0,0,0,0,0,28,"2,4",21,1683,455,246,"3,8",33,"0,14",3,3270,15,"0,04",193,"0,32","0,2",0,5,"0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"13,597",0,0,"0,606","7,954","4,679","0,096",0,"18,221",0,"1,225","16,996",0,0,"7,665","5,876","1,073","0,606","0,096",0,"0,01",236,904,1028,1926,1947,592,270,911,760,1194,1352,693,1458,2279,3511,1282,983,924,0,0,0,0,0,0
2,100077_2,SALAME DA CUOCERE,"SALAMI, cooking",,10003,100,326,1361,36,36,0,"19,6","19,6",0,60,"1,5",0,"1,5",0,0,48,"1,5",32,1497,452,356,"3,5",25,"0,13",3,3270,15,"0,04",193,"0,17","0,15",0,"5,9","0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"6,227",0,0,"0,277","3,643","2,143","0,044",0,"8,344",0,"0,561","7,783",0,0,"3,51","2,691","0,492","0,277","0,044",0,"0,01",378,1447,1645,3081,3116,947,431,1458,1216,1911,2163,1108,2333,3646,5617,2051,1572,1479,"1,5",0,0,0,0,0
2,100078_2,"SALSICCIA DI SUINO E BOVINO, fresca","SAUSAGES, PORK AND BEEF MEAT, raw",,10003,100,393,1625,"14,2","14,2",0,"37,4","37,4",0,48,0,0,0,0,0,44,"3,2",18,780,130,175,"0,8",13,"0,23",4,1050,6,"0,16",120,"0,2","0,08",-2,3,"0,12",8,"0,5",2,1,-2,-2,-2,"0,64","0,9",-3,"14,146","0,018","0,02","0,491","9,104","4,508",-3,-3,"16,009",-3,"0,91","14,771","0,283","0,047","1,703","1,544","0,084","0,076",0,0,0,122,602,680,1140,1166,362,176,566,479,749,948,521,917,1225,2171,875,808,592,0,0,0,0,0,0
2,11198_2,SALAME NAPOLI,"SALAMI ""Napoli"" type",,10003,100,359,1491,"26,7","26,7",0,"27,3","27,3",0,86,"1,7",0,"1,7",0,0,39,"1,6",32,1693,494,356,"3,7",32,"0,14",3,3270,15,"0,04",193,"0,16","0,14",-2,"2,5","0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"8,04",0,0,"0,35","4,77","2,63","0,29",0,"12,02",0,"0,64","10,69","0,69",0,"4,89","4,1","0,2","0,34","0,25",0,0,291,1186,1320,2245,2330,706,301,1157,1053,1397,1608,989,1645,2599,4159,1213,1082,1114,"1,7",0,0,0,0,0
2,1140_2,COPPA O CAPOCOLLO,"COPPA or CAPOCOLLO (pork meat, salted, raw)",,10003,100,450,1863,"20,8","20,8",0,"40,2","40,2",0,96,"1,4",0,"1,4",0,0,"36,3",1,25,1524,433,263,"3,5",23,"0,16",7,51,5,-2,180,"0,7","0,2",0,6,"0,11",2,"0,61",5,1,0,0,0,"0,03","1,3",-3,"13,176",0,0,"0,552","7,884","4,74",0,0,"18,12",0,"1,08","16,536","0,504",0,"5,628","4,86","0,348","0,42",-2,-2,0,241,940,1003,1709,1851,518,248,847,714,1099,1266,709,1252,2013,3170,1049,850,827,"1,4",0,0,0,0,0
2,1141_2,CICCIOLI,"CRACKLINGS (pork fat, lard)",,10003,100,523,2174,"40,8","40,8",0,40,40,0,84,0,0,0,0,0,12,"1,4",30,2330,360,235,2,23,"0,06",12,2360,7,"0,01",110,"0,22","0,19",0,2,"0,55",2,"1,26",5,1,0,0,0,"0,07","0,6",-3,"14,141",0,"0,081","0,525","8,323","4,768",0,0,"15,636",0,"0,646","14,424","0,202",0,"6,222","4,283","0,323","0,485","0,04",0,"1,09",385,1769,2102,3348,3381,1033,490,1585,1306,2292,2577,1339,2858,3941,6444,2397,1810,1712,0,0,0,0,0,0
2,1142_2,SOPRASSATA,"""SOPRASSATA"" (pork meat, salted, raw)",,10003,100,494,2039,17,17,0,"47,3","47,3",0,98,0,0,0,0,0,"34,8","1,5",15,875,137,109,"2,1",11,"0,13",1,3270,15,"0,04",193,"0,2","0,16",0,3,"0,36",3,"1,66",7,2,0,0,0,"0,23","1,1",-3,"15,665",0,0,"0,689","9,805","5,056",-2,0,"22,673",0,"1,589","20,643","0,421",0,"6,664","5,573","0,383","0,287",0,0,"0,42",-3,769,820,1397,1513,424,202,692,583,898,1034,580,1023,1645,2591,857,694,676,0,0,0,0,0,0
2,1143_2,"COTECHINO (CONFEZIONATO PRECOTTO), crudo","COTECHINO, pork meat, (BOILED AND PACKAGED), raw",,10003,100,450,1858,"17,2","17,2",0,"42,3","42,3",0,98,0,0,0,0,0,"36,8","1,8",20,1138,178,109,"2,1",11,"0,13",1,1660,8,"0,2",86,"0,2","0,16",0,"7,3","0,12",4,"0,93",5,1,0,0,0,"0,92","1,1",-3,14,0,0,"0,62","8,77","4,52",-2,0,"20,28",0,"1,42","18,46","0,38",0,"5,96","4,98","0,34","0,26",0,0,"0,38",112,582,613,1099,1116,281,135,589,419,779,1192,359,1454,1594,2348,2249,1380,685,0,0,0,0,0,0
2,1144_2,MORTADELLA DI SUINO E BOVINO,MORTADELLA (beef and pork meat),,10003,100,388,1603,"13,3","13,3",0,37,37,0,70,"0,5",0,"0,5",0,0,"44,2","2,2",40,506,130,180,"0,8",8,"0,08","2,2",1160,5,"0,05",170,"0,1","0,15",-2,"3,1","0,12",4,"0,5",-2,2,0,0,0,"0,09",-2,-3,"12,137",0,0,"0,538","7,479","4,067","0,052",0,"16,794",0,"0,787","15,377",0,0,"5,17","4,553","0,223","0,289",0,0,"0,11",132,556,645,1092,1076,363,144,515,423,686,798,420,852,1363,2111,960,718,556,"0,5",0,0,0,0,0
2,1147_2,PROSCIUTTO COTTO,HAM,,10003,100,215,895,"19,8","19,8",0,"14,7","14,7",0,62,"0,9",0,"0,9",0,0,"62,2","0,7",6,648,227,250,"2,6",16,"0,07","5,6",1470,5,"0,01",180,"0,4","0,15",-2,"3,2","0,61",19,"1,03",3,1,0,0,0,"0,04","0,8",0,"5,1",0,0,"0,15","2,43","1,54","0,04",0,"6,05",0,"0,33","5,16","0,35",0,"2,45","1,89","0,16","0,35","0,04",0,"0,01",208,829,976,1695,1739,520,230,805,698,1186,1265,720,1174,1973,3068,942,821,821,"0,3","0,2",0,"0,3",0,"0,2"
2,1148_2,SALAME MILANO,"SALAMI ""Milano"" type",,10003,100,392,1629,"26,7","26,7",0,"31,1","31,1",0,90,"1,5",0,"1,5",0,0,"35,5","1,5",32,1497,452,356,"3,5",25,"0,13",3,3270,15,"0,04",193,"0,24","0,21",-2,"2,5","0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"9,88",0,0,"0,44","5,78","3,4","0,07",0,"13,24",0,"0,89","12,35",0,0,"5,57","4,27","0,78","0,44","0,07",0,"0,01",280,1073,1220,2285,2311,702,320,1081,902,1417,1604,822,1730,2704,4166,1521,1166,1097,"1,5",0,0,0,0,0
2,1149_2,"SALSICCIA DI SUINO, fresca","SAUSAGES, PORK MEAT, raw",,10003,100,304,1259,"15,4","15,4",0,"26,7","26,7",0,62,"0,6",0,"0,6",0,0,"53,6","2,8",20,1100,200,173,"1,6",17,"0,13",14,1340,7,"0,15",120,"0,34","0,03",-2,4,"0,14",8,"0,81",5,1,0,0,0,"1,17","0,9",-3,"9,439",0,"0,054","0,351","5,556","3,182",0,0,"10,437",0,"0,432","9,628","0,135",0,"4,153","2,859","0,216","0,324","0,027",0,"0,73",132,653,737,1236,1265,393,191,614,520,812,1028,565,994,1328,2355,949,876,642,"0,6",0,0,0,0,0
2,1150_2,"SALSICCIA DI SUINO, secca","SAUSAGES, PORK MEAT, dried",,10003,100,514,2124,22,22,0,"47,3","47,3",0,88,0,0,0,0,0,"28,2","4,3",31,1702,309,266,"3,8",33,"0,14",3,3270,15,"0,04",193,"0,31","0,2",-2,"4,6","0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"16,81",0,0,"0,676","10,412","5,613",-2,0,"21,843",0,"1,227","20,037","0,441",0,"6,164","5,392","0,317","0,193",0,0,"0,26",189,933,1053,1766,1807,561,273,877,743,1160,1469,807,1420,1897,3364,1356,1251,917,0,0,0,0,0,0
2,1151_2,WURSTEL,FRANKFURTERS o VIENNA SAUSAGES,,10003,100,270,1117,"13,7","13,7",0,"23,3","23,3",0,62,"1,4","1,4",0,0,0,"58,9","1,2",14,793,140,130,"1,6",11,"0,08",8,1280,18,"0,02",86,"0,15","0,3",-2,"2,72","0,12",3,"0,75",2,1,0,0,0,"0,63","0,9","1,8","6,94",0,0,"0,34","4,03","2,35","0,22",0,"10,81",0,"0,53","9,83","0,45",0,"4,43","3,57","0,27","0,59",0,0,0,98,558,606,1033,972,314,109,549,457,730,859,367,891,1260,2060,1170,950,595,0,0,0,0,0,0
2,1152_2,SALSICCIA DI FEGATO,"SAUSAGES, LIVER",,10003,100,424,1750,"12,4","12,4",0,"41,2","41,2",0,184,"0,9",0,"0,9",0,0,"42,9","5,3",41,810,143,154,"2,7",14,"0,75",23,1351,13,"0,19",154,"0,24","0,92",2,"3,6","0,17",23,"1,78","8,3","9,5",102,102,-2,"2,15","1,09",-3,"14,02","0,08","0,04","0,34","8,59","4,69",0,0,"15,47",0,"0,57","14,08","0,69",0,"10,24","8,67","0,94","0,2","0,01","0,01","0,41",137,546,619,1058,993,307,148,549,413,707,804,410,798,1107,1784,761,450,568,"0,9",0,0,0,0,0
2,1153_2,ZAMPONE (CONFEZIONATO PRECOTTO),"ZAMPONE, pig feet (BOILED AND PACKAGED)",,10003,100,361,1494,"19,1","19,1",0,"31,6","31,6",0,95,0,0,0,0,0,"45,5","1,5",22,762,104,170,"2,2",8,"0,1",1,1660,8,"0,2",86,"0,26","0,21",-2,3,"0,12",4,"0,93",5,1,0,0,0,"0,92","1,1",-3,"10,346",0,0,"0,464","6,625","3,136","0,049",0,"15,507",0,"1,037","14,08","0,305",0,"4,197","3,55","0,22","0,195",0,0,"0,23",120,627,724,1260,1296,322,153,718,502,882,1294,374,1502,1737,2562,2421,1499,768,0,0,0,0,0,0
2,1155_2,MORTADELLA DI SUINO,MORTADELLA (pork meat),,10003,100,317,1314,"14,7","14,7",0,"28,1","28,1",0,70,"1,5",0,"1,5",0,0,"52,3","1,4",9,506,130,180,"0,8",8,"0,08","2,2",1160,5,"0,05",140,"0,19","0,26",-2,"3,6","0,12",4,"0,5",-2,2,0,0,0,"0,09",-2,"1,6","9,25",0,0,"0,41","5,7","3,1","0,04",0,"12,8",0,"0,6","11,72",0,0,"3,94","3,47","0,17","0,22",0,0,"0,08",146,614,713,1207,1189,401,159,569,467,758,882,464,942,1507,2333,1061,794,614,"1,5",0,0,0,0,0
2,19053_2,PANCETTA COPPATA,"PANCETTA COPPATA (pork meat, salted, raw)",,10003,100,393,1629,"20,85","20,85",0,"34,15","34,15",0,88,"0,7",0,"0,7",0,0,"40,8","0,7","17,5",1270,291,"201,5","2,25",17,"0,135",7,"775,5",6,"0,005",165,"0,43","0,165",0,"5,35","0,205","2,5","0,765","3,5",1,0,0,0,"0,05","1,1",-3,"11,393",0,0,"0,541","6,937","3,87",0,0,"15,355",0,"0,935","14,008","0,372",0,"5,004","4,235","0,404","0,275",0,0,"0,09",219,923,1040,1712,1792,524,250,830,692,1137,1293,698,1358,2016,3236,1139,889,852,"0,7",0,0,0,0,0
2,19065_2,"PROSCIUTTO COTTO, AFFUMICATO","HAM, SMOKED",,10003,100,215,895,"19,8","19,8",0,"14,7","14,7",0,62,"0,9",0,"0,9",0,0,"62,2","0,7",6,648,227,250,"2,6",16,"0,07","5,6",1470,5,"0,01",180,"0,4","0,15",-2,"3,2","0,61",19,"1,03",3,1,0,0,0,"0,04","0,8",-3,"5,1",0,0,"0,15","2,43","1,54","0,04",0,"6,05",0,"0,33","5,16","0,35",0,"2,45","1,89","0,16","0,35","0,04",0,"0,01",208,829,976,1695,1739,520,230,805,698,1186,1265,720,1174,1973,3068,942,821,821,"0,3","0,2",0,"0,3",0,"0,2"
2,700447_2,PANCETTA AFFUMICATA o BACON,"BACON (pork meat, salted, smoked)",,10003,91,276,1142,"15,8","15,8",0,"23,6","23,6",0,65,0,0,0,0,0,"57,3","0,5",6,1260,250,140,"1,5",15,"0,06",7,1500,7,"0,01",150,"0,45","0,14",-2,"4,7","0,3",3,"0,92",2,1,-2,-2,-2,"0,07","0,9","1,6","7,97","0,02","0,03","0,31","5,02","2,48","0,04",0,"9,82",0,"0,65","9,02","0,15",0,"3,42","2,79","0,29","0,08","0,02",0,"0,24",149,685,814,1297,1309,400,190,614,506,888,998,519,1107,1526,2495,928,701,663,0,0,0,0,0,0
2,700478_2,SPECK,"SPECK (pork meat, salted, raw)",,10003,100,303,1262,"28,3","28,3",0,"20,9","20,9",0,90,"0,5",0,"0,5",0,0,"44,7","1,6",11,1551,484,177,"2,5",29,"0,13",6,1980,7,"0,01",180,"0,14","0,14",-2,"1,14","0,43",4,"1,07",2,-2,0,0,0,"0,06","0,6",-3,"5,72",0,0,"0,28","3,71","1,73",0,0,"9,44",0,"0,59","8,4","0,45",0,"3,91","3,13","0,16","0,39","0,05","0,18",0,314,1283,1385,2326,2416,777,294,1156,1048,1585,1701,1068,1662,2736,4312,1455,1297,1122,"0,5",0,0,0,0,0
2,701376_2,WURSTEL DI TACCHINO,"FRANKFURTERS, TURKEY",,10003,100,222,922,"14,3","14,3",0,"17,7","17,7",0,107,"1,5","1,5",0,0,0,63,"1,8",106,1426,179,134,"3,1",14,"0,1",15,1030,5,"0,02",86,"0,04","0,18",0,"4,1","0,23",8,"0,72",2,"0,28",0,0,0,"0,62","0,2",0,"5,89",0,"0,15","0,3","3,62","1,83",-3,-3,"5,58",-3,"0,28","5,3",0,0,5,"4,64","0,36",0,0,0,0,114,684,540,1165,1240,403,105,593,508,586,933,543,936,1455,2400,837,698,668,0,0,0,0,0,0
2,805309_2,"PROSCIUTTO CRUDO, AFFUMICATO","PROSCIUTTO CRUDO (PORK MEAT, SALTED, RAW), SMOKED",,10003,100,284,1183,"26,62","26,62",0,"19,74","19,74",0,69,0,0,0,0,0,"46,96","1,24",17,"2570,8","491,6","214,6","2,92","29,2","0,18","6,6",1980,7,"0,01",180,"0,904","0,222",0,"5,692","0,43",4,"1,07",2,-2,-2,-2,0,"0,06","0,6",-3,"6,488",0,0,"0,276","4,086","1,868",-2,0,"8,814",0,"0,566","8,018","0,17",0,"2,432","1,958","0,182","0,17",0,0,"0,12",279,1205,1378,2211,2293,668,309,1070,873,1401,1675,960,1828,2649,4206,1242,1112,1072,0,0,0,0,0,0
2,8501_2,PANCETTA MAGRETTA,"PANCETTA, LOW FAT (pork meat, salted, raw)",,10003,100,314,1305,"21,7","21,7",0,"25,3","25,3",0,65,0,0,0,0,0,"47,8","0,9",10,1686,322,140,"2,3",21,"0,11",7,1500,7,"0,01",150,"0,16","0,13",0,"4,7","0,3",3,"0,92",2,1,0,0,0,"0,07","0,9",-3,"9,28",0,0,"0,42","5,67","3,08","0,04",0,"11,76",0,"0,7","10,77","0,21",0,"2,6","2,19","0,16","0,11",0,0,"0,14",204,959,1131,1829,1949,538,243,898,768,1261,1315,857,1385,2098,3164,1172,905,855,0,0,0,0,0,0
2,8502_2,PANCETTA TESA,"PANCETTA TESA (pork meat, salted, raw)",,10003,100,336,1395,"20,9","20,9",0,"28,1","28,1",0,80,0,0,0,0,0,"45,3","0,4",10,1016,149,140,1,11,"0,11",7,1500,7,"0,01",150,"0,16","0,13",0,"4,7","0,3",3,"0,92",2,1,0,0,0,"0,07","0,9",-3,"9,61",0,0,"0,53","5,99",3,-2,0,"12,59",0,"0,79","11,48","0,24",0,"4,38","3,61","0,46","0,13",0,0,"0,18",197,906,1077,1715,1732,529,251,812,669,1174,1320,686,1464,2019,3301,1228,927,877,0,0,0,0,0,0
2,8503_2,COPPA PARMA,"COPPA PARMA (pork meat, salted, raw)",,10003,100,398,1650,"23,6","23,6",0,"33,5","33,5",0,96,"0,6",0,"0,6",0,0,"36,9","1,9",11,1524,433,180,"3,5",23,"0,16",15,61,5,"0,01",180,"0,14","0,16",-2,6,"0,28",5,"1,57",6,1,0,0,0,"0,03","1,1",-3,"10,98",0,0,"0,46","6,57","3,95",0,0,"15,1",0,"0,9","13,78","0,42",0,"4,69","4,05","0,29","0,35",-2,-2,0,274,1067,1138,1939,2100,588,281,961,810,1247,1436,805,1420,2284,3597,1190,964,938,"0,6",0,0,0,0,0
2,8504_2,SALAME CACCIATORE,"SALAMI ""Cacciatore"" type",,10003,100,424,1762,"28,5","28,5",0,34,34,0,99,"1,2",0,"1,2",0,0,"30,6","1,7",43,1498,435,356,"3,6",34,"0,17",3,3270,15,"0,04",193,"0,28","0,16",-2,"2,5","0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"10,8",0,0,"0,58","6,72","3,41",0,0,"16,33",0,1,"14,91","0,35",0,"4,9","4,17","0,21","0,29",0,0,"0,23",294,1283,1355,1290,2384,704,339,1189,995,1526,1748,978,1668,2741,4287,1571,1358,1178,"1,2",0,0,0,0,0
2,8505_2,SALAME FABRIANO,"SALAMI ""Fabriano"" type",,10003,100,420,1744,"26,5","26,5",0,"34,3","34,3",0,88,"1,5",0,"1,5",0,0,32,"1,5",46,1683,455,356,"3,8",33,"0,14",3,3270,15,"0,04",193,"0,15","0,1",-2,"2,5","0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"12,19",0,0,"0,49","7,55","4,07",-2,0,"15,84",0,"0,89","14,53","0,32",0,"4,47","3,91","0,23","0,14",0,0,"0,19",292,1122,1035,2228,2353,684,286,1056,894,1515,1618,902,1074,2579,4181,1419,1204,1101,"1,5",0,0,0,0,0
2,8506_2,SALAME FELINO,"SALAMI ""Felino"" type",,10003,100,375,1559,"30,5","30,5",0,"27,9","27,9",0,95,"0,5",0,"0,5",0,0,"35,2","1,9",14,1697,486,356,"3,1",31,"0,21",3,3270,15,"0,04",193,"0,34","0,26",-2,"2,5","0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"9,51",0,0,"0,39","6,1","2,91","0,03",0,"11,88",0,"0,62","11,26",0,0,"4,33","3,49","0,37","0,47",0,0,0,302,1259,1591,2640,2622,835,317,1210,1030,1679,1914,923,1960,3069,4944,1740,1320,1226,"0,5",0,0,0,0,0
2,8508_2,SALAME NOSTRANO,"SALAMI ""Nostrano"" type",,10003,100,370,1536,"27,3","27,3",0,"28,5","28,5",0,94,"1,1",0,"1,1",0,0,"37,3","1,7",42,1633,490,356,"4,1",34,"0,27",3,3270,15,"0,04",193,"0,18","0,26",-2,"2,5","0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"9,34",0,0,"0,43","5,73","3,13","0,05",0,"12,95",0,"0,76","11,75","0,45",0,"4,04","3,76","0,21",0,"0,08",0,0,273,1120,1289,2433,2278,721,306,994,874,1423,1554,838,1721,2731,4260,1357,1117,1158,"1,1",0,0,0,0,0
2,8509_2,SALAME UNGHERESE,"SALAMI ""Ungherese"" type",,10003,100,405,1681,"24,2","24,2",0,34,34,0,94,"0,7",0,"0,7",0,0,36,"1,4",45,1504,420,356,"3,3",27,"0,13",3,3270,15,"0,04",193,"0,17","0,25",-2,"2,5","0,36",3,"1,66",7,2,0,0,0,"0,23","0,9",-3,"9,74",0,0,"0,52","6,15","2,75","0,31",0,"15,38",0,"0,87","13,99","0,52",0,"5,45","4,79","0,27","0,39",-2,-2,0,230,1028,1185,2017,2121,631,259,982,837,1363,1478,893,1604,2281,3633,1335,1108,958,"0,7",0,0,0,0,0
2,8710_2,"PROSCIUTTO CRUDO, disossato","PROSCIUTTO CRUDO (PORK MEAT, SALTED, RAW, ONLY MEAT), boneless",,10003,100,224,935,"26,9","26,9",0,"12,9","12,9",0,66,0,0,0,0,0,53,"1,2",15,2238,454,177,"2,5",26,"0,16",6,1980,7,"0,01",180,"0,6","0,2",0,5,"0,43",4,"1,07",2,-2,-2,-2,0,"0,06","0,6",-3,"4,24",0,0,"0,18","2,67","1,22",-2,0,"5,76",0,"0,37","5,24","0,11",0,"1,59","1,28","0,12","0,11",0,0,"0,08",282,1218,1392,2234,2317,675,312,1081,882,1416,1693,970,1847,2677,4250,1255,1124,1083,0,0,0,0,0,0
2,8711_2,"PROSCIUTTO CRUDO, disossato, senza grasso visibile","PROSCIUTTO CRUDO (PORK MEAT, SALTED, RAW, ONLY MEAT), boneless, without visible fat",,10003,100,159,668,"29,3","29,3",0,"4,6","4,6",0,66,0,0,0,0,0,"57,8","1,3",16,2440,495,190,"2,2",23,"0,14",5,1980,7,"0,01",180,"0,58","0,2",0,"6,5","0,43",4,"1,07",2,-2,-2,-2,0,"0,06","0,6",-3,"1,51",0,0,"0,06","0,95","0,44",-2,0,"2,05",0,"0,13","1,87","0,04",0,"0,57","0,46","0,04","0,04",0,0,"0,03",307,1327,1516,2433,2524,735,340,1177,961,1542,1844,1057,2012,2916,4629,1367,1224,1180,0,0,0,0,0,0
2,8712_2,"PROSCIUTTO CRUDO, DI MONTAGNA","PROSCIUTTO CRUDO (PORK MEAT, SALTED, RAW), mountain type",,10003,100,303,1259,"26,2","26,2",0,22,22,0,69,0,0,0,0,0,"44,8","1,4",18,2628,533,208,"2,9",31,"0,19",7,1980,7,"0,01",180,"0,7","0,23",0,"5,87","0,43",4,"1,07",2,-2,-2,-2,0,"0,06","0,6",-3,"7,23",0,0,"0,31","4,55","2,08",-2,0,"9,82",0,"0,63","8,94","0,19",0,"2,71","2,18","0,2","0,19",0,0,"0,14",275,1186,1356,2176,2257,657,304,1053,859,1379,1649,945,1799,2607,4139,1222,1095,1055,0,0,0,0,0,0
2,8713_2,"PROSCIUTTO CRUDO, DI PARMA","PROSCIUTTO CRUDO (PORK MEAT, SALTED, RAW) ""PARMA"" type",,10003,100,268,1114,"25,5","25,5",0,"18,4","18,4",0,72,0,0,0,0,0,"50,6","0,7",16,2578,373,261,"3,2",26,"0,17",6,1980,7,"0,01",180,"1,77","0,2",0,"5,5","0,43",4,"1,07",2,-2,-2,-2,0,"0,06","0,6",-3,"6,05",0,0,"0,26","3,81","1,74",-2,0,"8,22",0,"0,53","7,47","0,16",0,"2,27","1,83","0,17","0,16",0,0,"0,11",267,1155,1320,2118,2196,640,296,1025,836,1342,1605,920,1751,2538,4029,1190,1066,1027,0,0,0,0,0,0
2,8714_2,"PROSCIUTTO CRUDO, DI PARMA, senza grasso visibile","PROSCIUTTO CRUDO (PROK MEAT, SALTED, RAW), ""PARMA"" type, without visible fat",,10003,100,145,612,"27,5","27,5",0,"3,9","3,9",0,66,0,0,0,0,0,"61,5","1,3",16,2440,495,190,2,21,"0,13",5,1980,7,"0,01",180,"0,58","0,2",0,"6,5","0,43",4,"1,07",2,-2,-2,-2,0,"0,06","0,6",-3,"1,28",0,0,"0,05","0,81","0,37",-2,0,"1,74",0,"0,11","1,58","0,03",0,"0,48","0,39","0,04","0,03",0,0,"0,02",288,1245,1423,2284,2369,690,319,1105,902,1448,1731,992,1888,2737,4345,1283,1149,1107,0,0,0,0,0,0
2,8715_2,"PROSCIUTTO CRUDO, SAN DANIELE","PROSCIUTTO CRUDO (PROK MEAT, SALTED, RAW), ""SAN DANIELE"" type",,10003,100,320,1332,"28,3","28,3",0,23,23,0,69,0,0,0,0,0,"42,8","1,5",18,2724,553,215,3,32,"0,19",7,1980,7,"0,01",180,"0,73","0,24",0,"6,09","0,43",4,"1,07",2,-2,-2,-2,0,"0,06","0,6",-3,"7,56",0,0,"0,32","4,76","2,18",-2,0,"10,27",0,"0,66","9,34","0,2",0,"2,83","2,28","0,21","0,2",0,0,"0,14",297,1281,1464,2350,2438,710,328,1137,928,1490,1781,1020,1943,2816,4471,1320,1182,1139,0,0,0,0,0,0
2,8716_2,"PROSCIUTTO CRUDO, SAN DANIELE, senza grasso visibile","PROSCIUTTO CRUDO (PROK MEAT, SALTED, RAW), ""SAN DANIELE"" type, without visible fat",,10003,100,136,574,"26,8","26,8",0,"3,2","3,2",0,66,0,0,0,0,0,61,"1,3",16,2440,495,190,"2,1",22,"0,13",5,1980,7,"0,01",180,"0,58","0,2",0,"6,5","0,43",4,"1,07",2,-2,-2,-2,0,"0,06","0,6",-3,"1,05",0,0,"0,04","0,66","0,3",-2,0,"1,43",0,"0,09","1,3","0,03",0,"0,39","0,32","0,03","0,03",0,0,"0,01",281,1213,1387,2226,2308,672,311,1077,879,1411,1687,966,1840,2667,4234,1250,1120,1079,0,0,0,0,0,0
2,8717_2,"PROSCIUTTO CRUDO, GAMBUCCIO","PROSCIUTTO CRUDO (PROK MEAT, SALTED, RAW), ""GAMBUCCIO"" type",,10003,100,306,1274,"26,2","26,2",0,"22,4","22,4",0,69,0,0,0,0,0,"43,6","1,4",18,2686,545,212,3,31,"0,19",7,1980,7,"0,01",180,"0,72","0,24",0,6,"0,43",4,"1,07",2,-2,-2,-2,0,"0,06","0,6",-3,"7,36",0,0,"0,31","4,64","2,12",-2,0,10,0,"0,64","9,1","0,19",0,"2,76","2,22","0,21","0,19",0,0,"0,14",275,1186,1356,2176,2257,657,304,1053,859,1379,1649,945,1799,2607,4139,1222,1095,1055,0,0,0,0,0,0
