Simbolo,Codice Alimento,Nome Alimento ITA,Nome Alimento ENG,Nome Scientifico,Categoria Merceologica,parte edibile,"Energia, Ric con fibra (kcal)","Energia, Ric con fibra (kJ)",Proteine totali,Proteine animali,Proteine vegetali,Lipidi totali,Lipidi animali,Lipidi vegetali,Colesterolo,Carboidrati disponibili (MSE),Amido (MSE),Carboidrati solubili (MSE),Fibra alimentare totale,Alcol,Acqua,Ferro,Calcio,Sodio,Potassio,Fosforo,Zinco,Magnesio,Rame,Selenio,Cloro,Iodio,Manganese,Zolfo,"Vitamina B1, Tiamina","Vitamina B2, Riboflavina",Vitamina C,Niacina,Vitamina B6,Folati totali,Acido pantotenico,Biotina,Vitamina B12,Retinolo equivalenti (RE),Retinolo,ß-carotene equivalenti,Vitamina E (ATE),Vitamina D,Vitamina K,Acidi grassi saturi totali,"Somma degli acidi butirrico (C4:0), caproico (C6:0), caprilico (C8:0) e caprico (C10:0)",Acido laurico (C12:0),Acido miristico (C14:0),Acido palmitico (C16:0),Acido stearico (C18:0),Acido arachidico (C20:0),Acido beenico (C22:0),Acidi grassi monoinsaturi totali,Acido miristoleico (C14:1),Acido palmitoleico (C16:1ω-7),Acido oleico (C18:1ω-9cis),Acidi eicosenoico (C20:1ω-9),Acido erucico (C22:1ω-9),Acidi grassi polinsaturi totali,Acido linoleico (C18:2ω-6),Acido linolenico (C18:3ω-3),Acido arachidonico (C20:4ω-6),Acido eicosapentaenoico (EPA) (C20:5ω-3),Acido docosaesaenoico (DHA) (C22:6ω-3),Altri acidi grassi polinsaturi,Triptofano,Treonina,Isoleucina,Leucina,Lisina,Metionina,Cistina,Fenilalanina,Tirosina,Valina,Arginina,Istidina,Alanina,Acido aspartico,Acido glutammico,Glicina,Prolina,Serina,Glucosio,Fruttosio,Galattosio,Saccarosio (MSE),Maltosio (MSE),Lattosio (MSE)
4,700016_2,SALATINI (tipo Ritz),WHEAT CRUNCHIES (Ritz type),,9001,100,472,1978,"7,2",0,"7,2","23,2",0,"23,2",0,"61,2","51,3","8,1","2,3",0,"3,1","4,5",154,960,119,273,"0,61",19,"0,12","4,6",1440,-2,"0,54",90,"0,44","0,27",0,"4,88","0,06",72,"0,37","3,2",0,0,0,0,"3,49",0,50,"5,45","0,02",-2,"0,05","3,02","2,17","0,08","0,07","6,28",0,"0,02","6,17","0,08",-2,"10,9","9,65","1,23",0,0,0,"0,02",91,209,267,511,112,121,187,359,170,319,273,157,244,332,2492,273,811,343,"0,6","0,6",0,"6,3","0,6",0
4,78_2,"CRACKERS, SALATI","CRACKERS, SALTED TOP",,9001,100,386,1632,"9,4",0,"9,4",10,0,10,0,"67,5","67,5",-2,"2,8",0,"4,5",2,93,1000,215,103,"0,7",22,"0,17",3,1500,-2,"0,7",80,"0,14","0,02",0,"1,5","0,06",19,"0,8",4,0,0,0,0,"1,68",0,"14,2","1,96","0,07","0,21","0,09","1,11","0,4","0,03","0,03","2,12",0,"0,01","2,08","0,03",0,"5,17","4,56","0,6",-2,-2,0,0,135,341,394,755,245,187,238,510,225,497,529,245,452,626,3284,465,1071,503,-2,-2,0,-2,-2,0
4,79_2,"CRACKERS, AL FORMAGGIO","CRACKERS, WITH CHEESE",,9001,100,443,1864,"9,4","0,5","8,9",18,"0,5","17,5",13,63,"57,4","5,6","3,8",0,"5,8","4,9",136,944,156,200,"1,19",25,"0,13","13,5",1416,-2,"0,56",80,"0,56","0,34",0,"6,11","0,17",152,"0,47",4,"0,34",22,11,63,"2,19",0,"9,4","4,19","0,05","0,03","0,1","2,75","1,11","0,05","0,05","4,55","0,01","0,03","4,5",0,"0,01","7,99","7,41","0,57",0,0,0,"0,01",111,254,365,640,359,167,144,421,292,411,332,211,261,413,2609,260,955,448,"0,4","0,5",0,0,"4,7",0
4,8077_2,GALLETTE DI RISO,RICE CAKES,,9001,100,368,1560,"7,4",0,"7,4","3,4",0,"3,4",0,"79,3","78,3","0,9",5,0,"3,6","1,1",14,87,276,308,"1,6",112,"0,25",4,142,1,"2,7",77,"0,02","0,03",0,"5,9","0,07",17,"0,86",4,0,0,0,0,"1,16",0,"1,9","0,69",0,0,"0,01","0,58","0,06",-2,-2,"1,25",0,"0,01","1,24",0,0,"1,2","1,18","0,01",0,0,0,"0,01",93,272,338,652,284,165,119,398,252,484,600,182,443,726,1495,342,368,384,-2,"0,1",0,"0,6","0,1",0
4,888037_2,CROSTINI,CROUTONS,,9001,100,437,1837,"10,8",0,"10,8","18,3",0,"18,3",0,"58,5","54,1","4,4",5,0,"3,6","2,8",96,640,181,140,"0,94",42,"0,17","28,8",960,-2,"0,51",80,"0,51","0,42",0,"4,65","0,08",105,"0,84",2,0,1,0,6,"0,4",0,"7,6","5,24","0,19","0,06","0,28","2,63","2,02",-2,-2,"9,5",0,"0,05","9,45",0,0,"2,37","2,23","0,14",0,0,0,0,125,326,428,774,344,195,218,525,331,488,402,246,357,54,3378,361,1163,527,-2,-2,0,-2,"4,4",0
4,9086_2,TARALLI,TARALLI (italian savoury rings snack),,9001,100,448,1887,"9,9",0,"9,9","17,6",0,"17,6",0,"65,7","64,2","1,5",2,0,7,"0,8",16,930,117,75,"0,06",104,"0,06",2,1395,1,"0,61",119,"0,07","0,03",0,"0,83","0,15",18,"0,26","1,8",0,2,0,12,"2,99",0,"10,57","2,72",0,0,0,"2,24","0,43","0,06","0,01","12,64",0,"0,14","12,48","0,02",0,"1,66","1,49","0,16",0,0,0,"0,01",104,277,360,664,214,150,257,456,309,404,350,204,284,385,3612,330,1171,486,0,0,0,"1,2","0,3",0
4,9088_2,GALLETTE DI MAIS,CORN CAKES,,9001,100,362,1540,"7,7",0,"7,7","1,1",0,"1,1",0,"84,7","84,3","0,4","1,7",0,"3,6","2,9",77,187,103,60,"0,29",15,"0,03","2,1",280,0,"0,1",104,0,"0,08",0,"0,83","0,13",7,"0,21","2,1",0,29,0,174,"0,14",0,"0,06","0,13",0,0,0,"0,11","0,02",0,0,"0,27",0,0,"0,27",0,0,"0,58","0,57","0,01",0,0,0,0,53,294,309,907,227,137,134,390,283,417,358,222,573,488,1449,291,699,381,"0,1","0,1",0,"0,2",0,0
4,9089_2,GALLETTE MULTICEREALI,MULTIGRAIN CAKES,,9001,100,354,1502,"10,6",0,"10,6","2,4",0,"2,4",0,"73,3","72,5","0,8","7,5",0,"3,6","3,1",62,170,496,378,"2,84",97,"0,53","12,5",255,2,"2,57",138,"0,36","0,15",0,"5,45","0,32",23,"1,19","4,6",0,0,0,2,"0,32",0,"5,95","0,45",0,0,0,"0,38","0,03","0,02",0,"0,64",0,0,"0,62","0,01",0,"1,16","1,03","0,13",0,0,0,0,136,336,359,700,415,212,250,494,273,496,673,242,436,754,2479,504,721,483,"0,1","0,1",0,"0,2","0,4",0
4,9092_2,PANE CARASAU,PANE CARASAU (italian crunchy flatbread),,9001,100,339,1440,"11,8",0,"11,8","1,9",0,"1,9",0,"71,6","69,4","2,2","2,9",0,"6,5",2,116,431,190,152,"0,14",129,"0,1","2,6",647,-2,"0,71",147,"0,24","0,09",0,"2,15","0,15",41,"0,39","2,6",0,0,0,0,"0,36",0,"0,47","0,37",0,0,0,"0,33","0,04",0,0,"0,19",0,0,"0,19",0,0,"0,74","0,71","0,04",0,0,0,0,116,332,439,835,259,185,286,575,305,515,418,243,352,483,4232,364,1280,574,0,0,0,"1,8","0,1",0
4,999073_2,CRACKERS NON SALATI,"CRACKERS, UNSALTED TOP",,9001,100,386,1632,"9,4",0,"9,4",10,0,10,0,"67,5","67,5",-2,"2,8",0,"4,5",2,93,677,215,103,"0,7",22,"0,17",3,1015,-2,"0,7",80,"0,14","0,02",0,"1,5","0,06",19,"0,8",4,0,0,0,0,"1,68",0,"14,2","1,96","0,07","0,21","0,09","1,11","0,4","0,03","0,03","2,12",0,"0,01","2,08","0,03",0,"5,17","4,56","0,6",-2,-2,0,0,135,341,394,755,245,187,238,510,225,497,529,245,452,626,3284,465,1071,503,-2,-2,0,-2,-2,0
4,100154_2,"PANE COMUNE, pezzatura da 250g","BREAD, WHITE, plain (loaf= 250g)",,9002,100,269,1145,"8,4",0,"8,4","0,4",0,"0,4",0,"59,8","57,7",2,"3,8",0,31,1,15,600,104,73,"0,37",15,"0,19",2,900,10,"0,6",98,"0,06","0,05",0,"0,94","0,07",29,"0,4",1,0,0,0,0,0,0,"2,37","0,04",0,0,0,"0,04",0,0,0,"0,04",0,0,"0,04",0,0,"0,15","0,14","0,01",0,0,0,0,60,218,328,605,162,116,220,407,165,365,253,156,250,323,3145,289,1017,406,0,"0,1",0,0,"1,9",0
4,100155_2,"PANE CONDITO, tipo Ferrarese","BREAD, Ferrarese type (prepared with olive oil and lard)",,9002,100,349,1474,"10,4",0,"10,4","8,6","5,1","3,5",5,"59,8","58,2","1,6","2,8",0,"15,5",1,16,600,148,155,"0,2",107,"0,12","2,3",900,1,"0,61",131,"0,2","0,1",0,"1,49","0,17",63,"0,41","4,3",0,1,0,5,"0,96",0,"2,17","2,66","0,01","0,01","0,07","1,61","0,94","0,02",0,"4,19","0,03","0,16","3,95","0,06",0,"1,12","0,95","0,08","0,09",0,0,0,112,317,418,764,269,170,245,545,351,489,404,229,336,440,3629,384,1222,519,0,0,0,"1,3","0,3",0
1,19055_1,PANE ALLE OLIVE,"BREAD, prepared with olives",,9002,100,293,1239,7,0,7,"6,7",0,"6,7",0,"52,6","48,7","3,9","3,8",0,"35,4","1,8",114,572,142,91,"0,9",-3,-3,-3,-3,-3,-3,-3,"0,23","0,08",0,"1,3","0,07",26,-3,-3,-3,5,0,29,"0,2",0,-3,"1,07",-3,-3,-3,-3,-3,-3,-3,"4,75",-3,-3,"4,69",-3,-3,"0,79","0,72","0,06",-3,-3,-3,"0,01",50,183,274,505,137,97,182,339,139,305,215,131,211,276,2609,244,845,339,-3,-3,-3,-3,-3,-3
4,30_2,"PANE, TIPO 1, pezzatura > 500g","BREAD, WHITE, FLOUR TYPE 1 (loaf > 500g)",,9002,100,239,1018,"8,3",0,"8,3","0,3",0,"0,3",0,52,"49,8","2,2","4,2",0,34,"1,4",13,560,103,77,"0,37",15,"0,19",2,840,10,"0,6",98,"0,08","0,07",0,"1,01","0,07",29,"0,4",1,0,0,0,0,-2,0,"2,36","0,03",0,0,0,"0,03",-2,-2,0,"0,03",0,-2,"0,03",-2,0,"0,11","0,11",-2,-2,0,0,0,60,216,325,599,160,115,218,403,164,362,251,154,248,320,3117,287,1009,402,-2,"0,2",0,-2,"2,1",0
4,30097_2,PANE DI SEGALE,"BREAD, RYE",,9002,100,228,967,"8,3",0,"8,3","1,7",0,"1,7",0,"45,4","43,5","1,8","4,6",0,37,"2,5",80,600,190,160,"1,14",40,"0,19","30,9",900,58,"0,82",92,"0,29","0,05",0,"2,3","0,08",110,"0,44","4,5",0,0,0,0,"0,33",0,"1,2","0,32",0,0,-2,"0,2","0,12",0,0,"0,68",0,"0,01","0,67",0,0,"0,41","0,38","0,03",0,0,0,0,101,307,348,556,341,133,166,390,265,431,406,191,348,597,1768,399,431,348,"0,4","0,3",0,0,"1,2",0
4,31_2,"PANE, TIPO 0, pezzatura da 100g","BREAD, WHITE, FLOUR TYPE 0 (loaf= 100g)",,9002,100,268,1139,"8,1",0,"8,1","0,5",0,"0,5",0,"59,5","57,5",2,"3,8",0,31,"0,7",17,600,103,77,"0,37",15,"0,19",2,900,10,"0,6",98,"0,06","0,06",0,"0,8","0,07",29,"0,4",1,0,0,0,0,-2,0,"2,36","0,06",0,0,0,"0,06",-2,-2,0,"0,05",0,-2,"0,05",-2,0,"0,19","0,18","0,01",-2,0,0,0,58,211,317,585,156,112,213,394,160,353,245,151,242,313,3042,280,984,393,"0,1",-2,0,-2,"1,9",0
4,32_2,"PANE, TIPO 00, pezzatura da 50g","BREAD, WHITE, FLOUR TYPE 00 (loaf= 50g)",,9002,100,295,1257,"8,6",0,"8,6","0,4",0,"0,4",0,"66,9",65,"1,9","3,2",0,29,"0,8",14,560,103,63,"0,37",15,"0,19",2,840,10,"0,6",98,"0,04","0,02",0,"1,01","0,07",29,"0,4",1,0,0,0,0,-2,0,"2,36","0,04",0,0,0,"0,04",-2,-2,0,"0,04",0,-2,"0,04",-2,0,"0,15","0,14","0,01",-2,0,0,0,62,224,337,621,166,119,226,418,170,375,260,160,257,332,3230,297,1045,417,-2,"0,1",0,-2,"1,8",0
4,33_2,"PANE, INTEGRALE","BREAD, WHOLEWHEAT",,9002,100,224,950,"8,5",0,"8,5","1,3",0,"1,3",0,"44,1",42,2,"6,5",0,"38,6","2,5",25,560,198,180,"1,6",66,"0,23",7,840,2,"1,8",120,"0,1","0,12",0,"3,8","0,11",40,"0,6",6,0,0,0,0,"0,28",0,"9,4","0,27",0,0,"0,02","0,19","0,05","0,01",0,"0,26",0,"0,02","0,23","0,01",0,"0,51","0,45","0,05",0,0,0,"0,01",116,262,350,583,248,146,189,423,291,394,394,189,306,451,2521,350,918,437,"0,1","0,3",0,-2,"1,6",0
4,34_2,PANINI ALL'OLIO,"BREAD, prepared with oil",,9002,100,288,1217,"7,7",0,"7,7","5,8",0,"5,8",0,"52,6","48,6",4,"3,7",0,"30,8","0,8",14,600,124,130,"0,17",90,"0,1",2,900,1,"0,51",110,"0,17","0,09",0,"1,26","0,15",53,"0,34","3,6",0,0,0,1,"1,13",0,"3,49","0,9",0,0,0,"0,77","0,11","0,01",0,"3,84",0,"0,05","3,8",0,0,"0,72","0,66","0,06",0,0,0,0,82,233,307,561,198,124,180,400,257,359,297,168,246,323,2669,282,899,382,0,0,0,"3,4","0,6",0
4,35_2,"PANE, GRATTUGIATO",BREADCRUMBS,,9002,100,357,1520,"10,1",0,"10,1","2,1",0,"2,1",0,"77,8","72,8",5,"3,2",0,"6,8","2,1",110,810,190,130,"0,5",20,"0,26","2,7",1216,14,"0,8",132,"0,54","0,08",0,"1,8","0,09",39,"0,54","1,4",0,0,0,0,0,0,"3,19","0,25",0,0,0,"0,25",0,0,0,"0,21",0,0,"0,21",0,0,"0,8","0,76","0,04",0,0,0,0,73,263,396,729,195,140,265,491,200,440,305,188,302,390,3793,349,1227,490,"0,3",0,0,0,"4,8",0
4,600050_2,"PANE, TIPO PANCARRE', BIANCO","BREAD, WHITE, SANDWICH type, packaged",,9002,100,254,1077,"8,1",0,"8,1","4,2",0,"4,2",0,"47,4","41,8","5,6","3,2",0,"32,6","3,6",144,520,126,98,"0,74",23,"0,1",22,798,4,"0,54",97,"0,53","0,24",0,"4,78","0,09",25,"0,54",1,0,0,0,0,"0,22",0,"0,2","0,87","0,02","0,02","0,01","0,53","0,27","0,01","0,01","0,76",0,"0,02","0,72","0,01",0,"2,02","1,79","0,21",-2,-2,0,"0,01",86,237,318,590,185,130,195,425,269,373,306,176,245,316,2907,293,982,403,"1,6","2,4",0,0,"1,6",0
4,60088_2,PANE AL LATTE,"BREAD, prepared with milk",,9002,100,298,1260,9,"1,2","7,8","8,7","1,4","7,3",3,"48,1","45,4","2,7","1,9",0,"33,5","1,7",130,600,170,130,"0,8",22,"0,15",6,900,22,"0,41",98,"0,22","0,13",-2,"1,8","0,11",55,"0,47","4,1","0,3",84,81,18,"1,2",0,"6,34","2,14","0,08","0,03","0,11","1,28","0,64",0,0,"3,43",0,"0,06","3,36",-2,0,"2,39","2,26","0,12","0,01",0,0,0,112,299,374,677,349,183,174,451,310,426,383,210,329,506,2568,307,907,479,-2,-2,-2,"0,3",-2,"2,3"
1,666005_1,PANE DI SOIA,"BREAD, SOYA",,9002,100,275,1159,12,0,12,"6,8",0,"6,8",0,"41,7","38,4","3,3","4,5",0,31,"2,2",61,610,482,234,"1,3",-3,-3,-3,-3,-3,-3,-3,"0,32","0,09",0,"1,1","0,19",96,-3,-3,-3,3,0,18,"0,49",0,-3,"1,04",-3,-3,-3,-3,-3,-3,-3,"1,44",-3,-3,"1,42",-3,-3,"3,86","3,43","0,43",-3,-3,-3,0,174,521,582,977,798,162,193,626,454,599,931,323,565,1509,2324,555,702,696,-3,-3,0,-3,-3,-3
4,700019_2,"PANE, TOSTATO","BREAD, toasted",,9002,100,289,1230,"8,8",0,"8,8","0,5",0,"0,5",0,"64,3","62,2","2,2","4,1",0,"25,4","0,8",18,649,111,83,"0,4",16,"0,21","2,2",973,11,"0,65",106,"0,05","0,06",0,"0,86","0,08",27,"0,43","1,1",0,0,0,0,0,0,"2,55","0,06",0,0,0,"0,06",-2,-2,0,"0,05",0,-2,"0,05",-2,0,"0,21","0,19","0,01",-2,0,0,0,63,228,343,632,169,121,230,426,173,382,265,163,262,338,3289,302,1064,425,"0,1",-2,0,-2,"2,1",0
4,701016_2,PANE DI SEGALE BISCOTTATO,"BREAD, RYE, toasted",,9002,100,258,1091,"9,4",0,"9,4","3,6",0,"3,6",0,"46,7","42,5","4,2","6,4",0,31,"3,1",80,664,183,138,"1,25",43,"0,2",34,910,8,"0,91",140,"0,38","0,33","0,2","3,76","0,07",103,"0,31","3,8",0,1,0,4,"0,37",0,"1,3","0,69",0,0,"0,01","0,42","0,25",-2,-2,"1,44",0,"0,01","1,43",-2,0,"0,88","0,81","0,07",0,0,0,0,105,281,351,637,256,153,190,451,235,417,358,200,328,486,2861,331,999,458,-2,"0,4",0,-2,"3,6",0
4,701337_2,PANE DI GRANO DURO,"BREAD, DURUM WHEAT",,9002,100,253,1074,"10,1",0,"10,1","1,9",0,"1,9",0,"49,2",47,"2,3","5,6",0,31,"1,5",85,640,147,118,"0,18",95,"0,11","2,1",960,1,"0,54",116,"0,2","0,09",0,"1,68","0,14",56,"0,32","3,2",0,0,0,0,"0,35",0,"0,31","0,36",0,0,0,"0,32","0,04",0,0,"0,19",0,0,"0,19",0,0,"0,74","0,7","0,04",0,0,0,0,102,294,386,721,242,160,241,499,279,450,368,212,314,429,3561,326,1099,494,-2,-2,0,"1,8",-2,0
1,75_1,PIZZA CON POMODORO,PIZZA with tomatoes,,9002,100,253,1071,4,0,"3,9",4,0,4,0,"51,9","35,4","12,6","3,1",0,"40,5",-2,12,210,176,49,"0,7",-3,-3,-3,-3,-3,-3,-3,"0,23","0,1",0,"1,9","0,23",62,-3,-3,-3,61,0,363,"1,83",0,-3,"0,68",-3,-3,-3,-3,-3,-3,-3,"2,64",-3,-3,"2,62",-3,-3,"0,6","0,55","0,05",-3,-3,-3,0,39,123,171,293,86,64,98,197,118,201,149,90,130,217,1228,152,444,216,-3,-3,-3,-3,-3,-3
1,76_1,PIZZA CON POMODORO E MOZZARELLA,PIZZA with mozzarella and tomatoes,,9002,100,279,1179,"5,6","2,1","3,4","5,6","2,3","3,3",11,"52,9",40,"12,9","3,8",0,"39,3",-2,12,986,302,48,"1,4",-3,-3,-3,-3,-3,-3,-3,"0,2","0,19",7,0,"0,18",52,-3,-3,-3,74,32,256,"1,28","0,02",-3,"1,99",-3,-3,-3,-3,-3,-3,-3,"2,84",-3,-3,"2,72",-3,-3,"0,56","0,5","0,07",-3,-3,-3,0,54,168,201,414,215,122,99,263,204,244,191,130,172,320,1393,168,571,290,-3,-3,-3,-3,-3,-3
4,77_2,FOCACCIA,FOCACCIA (kind of pizza without cheese and tomatoes),,9002,100,306,1297,"7,9",0,"7,9","5,9",0,"5,9",0,"57,9","55,8","2,1","2,3",0,"27,8","1,1",20,789,99,39,"0,31",15,"0,09",2,1185,1,"0,53",111,"0,06","0,05",0,"0,5","0,15",32,"0,33","3,3",0,0,0,0,"1,17",0,"3,62","0,91",0,0,0,"0,79","0,12","0,01",0,"3,91",0,"0,05","3,86",0,0,"0,74","0,67","0,07",0,0,0,0,74,222,330,595,164,127,190,417,217,410,277,173,258,356,2524,285,910,418,0,0,0,"1,7","0,3",0
4,805548_2,PANE DI GRANO E SEGALE,"BREAD, WHEAT AND RYE",,9002,100,236,1000,"9,6",0,"9,6","0,9",0,"0,9",0,"47,5","46,1","1,4","5,5",0,34,"1,4",17,600,211,182,"0,9",97,"0,18","4,3",900,2,"1,31",112,"0,18","0,12",0,"1,72","0,18",56,"0,47","4,4",0,0,0,1,"0,75",0,"1,34","0,11",0,0,0,"0,1",0,0,0,"0,1",0,"0,01","0,09",0,0,"0,38","0,34","0,03",0,0,0,0,104,293,343,655,240,147,216,471,283,412,393,193,330,430,2956,366,988,459,-2,-2,0,"1,2","0,2",0
4,8607_2,PANE AZZIMO,BREAD AZZIMO (prepared without yeast),,9002,100,365,1554,"10,7",0,"10,7",1,0,1,0,"81,7","79,8","1,9","3,5",0,"4,5","3,2",13,40,89,112,"0,68",25,"0,06","36,9",60,1,"0,65",98,"0,39","0,29",0,"3,89","0,12",17,"0,44",5,0,0,0,0,"0,06",0,"0,3","0,16",0,0,0,"0,15","0,01",-2,-2,"0,09",0,0,"0,09",0,0,"0,43","0,41","0,02",0,0,0,0,124,286,397,740,207,188,241,529,293,449,372,228,327,432,3755,367,1259,519,0,0,0,0,"1,9",0
4,8608_2,"PANE, TIPO ROSETTA","BREAD, WHITE, ROSETTA type",,9002,100,275,1170,9,0,9,"1,9",0,"1,9",0,"57,6","50,1","7,5","3,1",0,"30,7",1,20,560,103,77,"0,37",15,"0,19",2,840,10,"0,6",98,"0,04","0,02",0,"1,01","0,07",29,"0,4",1,0,0,0,0,-2,0,"2,36","0,21",0,0,0,"0,21",-2,-2,0,"0,17",0,-2,"0,17",-2,0,"0,72","0,68","0,04",-2,0,0,0,82,259,374,691,194,157,224,448,244,469,327,192,287,421,2859,327,1022,489,-2,"0,5",0,-2,"7,2",0
4,8839_2,"PANE, TIPO FAST-FOOD","BREAD, FAST-FOOD type",,9002,100,248,1051,"10,1",0,"10,1",3,0,3,0,47,"39,5","7,5",2,0,"32,4","3,4",144,400,122,101,"0,73",23,"0,11","27,2",660,3,"0,51",85,"0,54","0,3",0,"4,18","0,06",27,"0,56",1,0,1,0,7,"0,27",0,"4,8","1,02",0,"0,01","0,02","0,84","0,14",0,0,"1,18",0,"0,02","1,14","0,01",0,"0,69","0,65","0,04",0,0,0,0,107,295,396,736,230,163,243,530,335,466,382,219,306,394,3625,366,1224,503,"3,4","2,7",0,"1,1","0,4",0
4,888036_2,"PANE, TIPO PANCARRE', INTEGRALE","BREAD, WHOLEWHEAT, SANDWICH type, packaged",,9002,100,248,1047,"9,4",0,"9,4","4,9",0,"4,9",0,"40,7","36,1","4,6","6,8",0,"30,7","2,5",161,480,254,212,"1,77",75,"0,23","25,7",720,1,"2,17",110,"0,39","0,17",0,"4,44","0,22",42,"0,65",6,0,0,0,2,"0,28",0,"7,8","1,01","0,01","0,02","0,01","0,61","0,32","0,01","0,01","0,87",0,"0,02","0,82","0,03",0,"2,23","2,03","0,19","0,01",0,0,0,129,290,387,645,274,161,209,468,322,435,435,209,338,499,2788,387,1015,483,"1,1","2,3",0,0,"1,1",0
4,9064_2,"PANE, SENZA SALE, TIPO 0","BREAD, WITHOUT SALT, FLOUR TYPE 0",,9002,100,268,1139,"8,1",0,"8,1","0,5",0,"0,5",0,"59,5","57,5",2,"3,8",0,31,"0,7",17,40,103,77,"0,37",15,"0,19",2,60,10,"0,5",98,"0,06","0,06",0,"0,8","0,07",29,"0,4",1,0,0,0,0,-2,0,"2,36","0,06",0,0,0,"0,06",-2,-2,0,"0,05",0,-2,"0,05",-2,0,"0,19","0,18","0,01",-2,0,0,0,58,211,317,585,156,112,213,394,160,353,245,151,242,313,3042,280,984,393,"0,1",-2,0,-2,"1,9",0
4,9087_2,PANE ALL'UVETTA,"BREAD, WITH RAISINS",,9002,100,285,1204,"6,9","0,9","6,1","6,4",1,"5,4",2,"51,8","32,6","19,2","2,6",0,"33,6",2,112,600,329,100,"0,6",23,"0,19","4,5",900,16,"0,37",81,"0,18","0,11",0,"1,36","0,14",43,"0,36","4,1","0,2",61,58,17,"1,03",0,"5,45","1,56","0,06","0,02","0,08","0,93","0,46",0,0,"2,48",0,"0,06","2,42",0,0,"1,73","1,63","0,09","0,01",0,0,0,82,227,273,496,261,146,132,333,231,319,308,167,255,417,1938,234,667,366,"8,7","8,6",0,"0,2",0,"1,7"
4,9090_2,PIADINA,PIADINA (italian flatbread),,9002,100,315,1327,"7,2",0,"7,2","10,5","5,7","4,8",7,"49,9","48,3","1,6","2,2",0,"28,2","0,6",12,600,95,107,"0,05",82,"0,04","1,5",900,1,"0,47",88,"0,13","0,03",0,"0,79","0,11",7,"0,2","1,3",0,0,0,1,"1,21",0,"3,69","3,2",0,"0,02","0,08","2,03","1,06","0,01",0,"5,73","0,03","0,18","5,46","0,05",0,"1,25","1,04","0,11","0,1",0,0,0,77,211,283,526,166,116,173,378,239,333,273,157,220,282,2583,261,872,359,0,0,0,"1,3","0,3",0
4,9091_2,TIGELLE,TIGELLE (italian small round flatbread),,9002,100,289,1221,"9,1",0,"9,1","5,6","4,8","0,8",5,"52,3","50,6","1,7","2,8",0,"28,2","0,7",14,700,113,125,"0,08",93,"0,06","1,8",1050,1,"0,53",103,"0,15","0,04",0,"0,98","0,13",19,"0,26",2,0,0,0,0,"0,48",0,"0,61","2,16",0,"0,01","0,07","1,26","0,82",0,0,"2,18","0,02","0,13","1,98","0,05",0,"0,85","0,71","0,06","0,09",0,0,0,97,269,360,665,215,147,218,478,304,422,347,199,281,363,3247,332,1096,454,0,0,0,"1,3","0,2",0
4,9093_2,FRISELLE,FRISELLE (italian savoury crunchy snack),,9002,100,345,1468,"10,5",0,"10,5",2,0,2,0,"74,5","72,5",2,"2,9",0,"4,9","1,9",71,914,207,175,"0,22",131,"0,14","2,8",1347,1,"0,66",157,"0,23","0,18",0,"2,49","0,15",73,"0,6","4,5",0,0,0,0,"0,19",0,"0,74","0,39",0,0,0,"0,35","0,04",0,0,"0,21",0,"0,01","0,2",0,0,"0,79","0,74","0,04",0,0,0,"0,01",105,302,396,748,246,166,253,514,276,463,378,218,323,445,3732,329,1128,513,0,0,0,"1,5","0,2",0
4,9113_2,"PANE A FETTE, BIANCO, confezionato","BREAD, WHITE, SLICED, packaged",,9002,100,245,1038,"7,2",0,"7,2","2,7",0,"2,7",0,"49,1","44,8","4,3","3,7",0,"31,6","1,6",177,428,137,95,"0,8",23,"0,14",6,642,4,"0,49",88,"0,24","0,08",0,"1,6","0,08",25,"0,42","0,6",0,0,0,0,-2,0,"0,42","0,56","0,01","0,01","0,01","0,34","0,18","0,01","0,01","0,49",0,"0,02","0,46","0,01",0,"1,3","1,15","0,14",-2,-2,0,0,76,210,282,525,164,116,174,378,239,332,272,156,218,281,2584,261,873,359,-2,"0,3",0,-2,4,0
4,9114_2,"PANE A FETTE, INTEGRALE, confezionato","BREAD, WHOLEWHEAT, SLICED, packaged",,9002,100,244,1030,"8,9",0,"8,9",4,0,4,0,"42,3","36,1","6,2","6,7",0,"32,8","1,8",115,560,240,173,"1,32",64,"0,22",8,840,4,"2,3",110,"0,3","0,09",0,"1,6","0,36",25,"0,56","0,6",0,0,0,1,"0,12",0,"7,8","0,83","0,01","0,02","0,01","0,5","0,27","0,01","0,01","0,71",0,"0,02","0,67","0,02",0,"1,82","1,66","0,16",0,0,0,0,122,274,366,610,260,153,198,443,305,412,412,198,320,473,2639,366,961,458,"0,2","0,6",0,0,"5,4",0
2,100061_2,BRESAOLA,"BRESAOLA (lean beef meat, salted, raw)",,10003,100,151,640,32,32,0,"2,6","2,6",0,67,0,0,0,0,0,60,"2,4",7,1597,505,168,"3,9",34,"0,15",7,51,10,"0,01",210,"0,12","0,23",0,"2,4","0,53",19,"0,75",1,2,-2,-2,-2,"0,13","0,5",-3,"0,75",0,0,"0,03","0,42","0,28",0,0,"1,08","0,01","0,08","0,79","0,02","0,11","0,39","0,12","0,05","0,04","0,1","0,01","0,07",325,1529,1608,2651,2929,945,367,1330,1125,1687,2048,1308,1852,2945,4573,1371,1182,1296,0,0,0,0,0,0
